listing_id,title,district,location,total_price,building_area,unit_price,floor,total_floor,rooms,age,building_type,url,source,collected_at
591-20260820-001,協和新天母捷運芝山商圈自住收租蘭雅國小明德國中家樂福德行公園,士林區,德行西路88號,2988,27.54,108.5,6,8,1,6,,,591,2026-08-21 11:38:26
