_id,_importdate,build_b,build_c,build_l,build_name,build_p,build_r,buitype,case_f,case_t,district,elevator,farea,fdate,landa,landa_z,location,manage,mb_area,mbuild,parea,parktype,pbuild,pprice,pu_area,rent_period,rent_service,rent_type,rmnote,rule,sb_area,sbuild,scnt,sdate,tbuild,tprice,trans_target,upnote,uprice
404,"{'date': '2026-08-19 16:01:33.144728', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,1.54,,華岡段二小段0469-0000地號,,,,0,,,0,,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。,,,,土地:1建物:0車位:,1150703,,103,,-,66.88
405,"{'date': '2026-08-19 16:01:33.145386', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、洗衣機、電視機、冰箱、傢俱,1,,有,3,住宅大樓(11層含以上有電梯),房屋,租賃,士林區,,58.36,,0,,忠誠路一段171巷12弄10號八樓,有,,,0,,住家用,0,,115/07/24至117/07/31,無,整棟(戶)出租,租金：含下列其他衍生費用：管理費、其他-租金內含所得稅、健保補充保費。,有,,八層,土地:建物:1車位:房間個數:,1150703,012,9,,否,1565.61
409,"{'date': '2026-08-19 16:01:33.148313', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,,有,5,公寓(無電梯),房屋,租賃,士林區,,3.63,,0,,德行東路132巷5弄1號五樓,無,,,0,,住家用,0,,115/07/23至116/07/31,一般轉租,分租雅房,租金：含下列其他衍生費用：管理費、網路費、其他-清潔費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,無,,五層,土地:0建物:車位:房間個數:1,1150704,005,1,,否,3994.49
412,"{'date': '2026-08-19 16:01:33.150269', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,2,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,38.22,,7.55,,北科路68號十二樓,,,,7.51,坡道平面1,見其他登記事項,300,,,,,預售屋、或土地及建物分件登記案件。,,,十二層,土地:1建物:1車位:1,1130603,,3990,,否,120.16
413,"{'date': '2026-08-19 16:01:33.150837', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,2,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,38.58,,6.18,,稻香路161巷7號六樓之6,,,,2.03,坡道機械1,住家用,0,,,,,,,,六層,土地:1建物:3車位:1,1150626,,1950,,是,50.54
421,"{'date': '2026-08-19 16:01:33.155523', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,10.58,,文林段五小段0406-0000地號,,,,0,,,0,,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。115年度臺北市政府以容積代金基金採購私有公共設施保留地之交易,,,,土地:8建物:0車位:,1150720,,293,,-,27.69
426,"{'date': '2026-08-19 16:01:33.158472', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,,有,4,公寓(無電梯),房屋,租賃,士林區,,5.14,,0,,後港街62巷7號二樓,無,,,0,,工業用,0,,115/07/08至116/07/07,一般轉租,分租套房,租金：含下列其他衍生費用：管理費、網路費、其他-清潔費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,無,,二層,土地:0建物:車位:房間個數:1,1150708,005,2,,否,3696.5
428,"{'date': '2026-08-19 16:01:33.159864', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,鄉林靜岡,有,2,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,40.59,,5.84,,臺北市北投區桃源里中央北路三段40巷20弄1號,,18.43,鋼筋混凝土造,9.2,坡道平面1,住家用,330,20.16,,,,,,2,十二層,土地:9建物:1車位:1,1150709,013,3190,0棟A1-12F號,否,91.11
430,"{'date': '2026-08-19 16:01:33.161188', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",3,,2,,有,4,透天厝,房地(土地+建物)+車位,買賣,北投區,無,45.43,,37.51,,溫泉路銀光巷21之4號,,,,6.43,其他1,見其他登記事項,200,,,,,建築物含有：陽台外推、其他增建。,,,"一層,二層",土地:1建物:1車位:1,1150514,,2865,,-,0
437,"{'date': '2026-08-19 16:01:33.165755', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣3台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,1,,有,2,公寓(無電梯),房屋,租賃,士林區,,20.32,,0,,大北路116號四樓,無,,,0,,住家用,0,,115/08/01至116/07/31,社會住宅代管,整棟(戶)出租,其他：續租案件。,無,,四層,土地:建物:1車位:房間個數:,1150707,005,2,,否,738.19
443,"{'date': '2026-08-19 16:01:33.169547', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,1.54,,華岡段二小段0469-0000地號,,,,0,,,0,,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。,,,,土地:1建物:0車位:,1150715,,103,,-,66.88
459,"{'date': '2026-08-19 16:01:33.180465', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,大河商爵,無,,廠辦,房地(土地+建物)+車位,預售屋,士林區,,138.41,,12.61,,臺北市士林區福中里大南路369號,,69.21,鋼筋混凝土造,19.08,坡道平面3,工業用,864,69.19,,,,交易總價包含下列非屬不動產價格之費用：裝潢費、傢俱設備費。裝修工程(高架地板、輕鋼架天花板(含燈具))、空調室內機,,0,十八層,土地:7建物:1車位:3,1150707,024,9638,0棟C-18F號,否,73.53
466,"{'date': '2026-08-19 16:01:33.184956', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,熱水器、瓦斯或天然氣,2,,有,2,公寓(無電梯),房屋,租賃,士林區,,23.93,,0,,社中街426巷16號二樓,無,,,0,,住家用,0,,115/08/01至116/07/31,社會住宅代管,整棟(戶)出租,其他：續租案件。,無,,二層,土地:建物:1車位:房間個數:,1150709,004,2,,否,626.83
476,"{'date': '2026-08-19 16:01:33.190998', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,2,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,44.26,,6.1,,文林北路147號四樓,,,,12.41,坡道平面1,見其他登記事項,280,,,,,預售屋、或土地及建物分件登記案件。,,,四層,土地:1建物:1車位:1,1140414,,4093,,否,119.72
480,"{'date': '2026-08-19 16:01:33.193567', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣2台、熱水器、瓦斯或天然氣、傢俱,1,,有,3,公寓(無電梯),房屋,租賃,北投區,,15.05,,0,,杏林三路28號二樓,無,,,0,,住家用,0,,115/07/25至116/07/24,社會住宅代管,整棟(戶)出租,其他：續租案件。,無,,二層,土地:建物:1車位:房間個數:,1150708,002,2,,否,1395.35
487,"{'date': '2026-08-19 16:01:33.198431', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,0.51,,華岡段二小段0469-0000地號,,,,0,,,0,,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。,,,,土地:1建物:0車位:,1150716,,34,,-,66.67
488,"{'date': '2026-08-19 16:01:33.199076', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,昇樺知玉,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,46.01,,6.75,,臺北市北投區承德路七段32巷,,20.93,鋼筋混凝土造,11.43,坡道平面1,住家用,295,23.53,,,,,,1.55,四層,土地:10建物:1車位:1,1150708,014,3985,0棟A03-04F號,否,106.71
500,"{'date': '2026-08-19 16:01:33.207383', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣3台、熱水器、瓦斯或天然氣,1,,有,3,公寓(無電梯),房屋,租賃,士林區,,28.79,,0,,延平北路六段368巷20號四樓,無,,,0,,住家用,0,,115/08/10至118/08/09,社會住宅代管,整棟(戶)出租,其他：續租案件。,無,,四層,土地:建物:1車位:房間個數:,1150709,005,2,,否,642.58
504,"{'date': '2026-08-19 16:01:33.210078', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,0.26,,華岡段二小段0469-0000地號,,,,0,,,0,,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。,,,,土地:1建物:0車位:,1150703,,17,,-,65.38
505,"{'date': '2026-08-19 16:01:33.210694', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,74.56,,6.93,,中山北路五段755號七樓,,,,11.8,坡道平面1,見其他登記事項,350,,,,,,,,七層,土地:1建物:1車位:1,1150507,,6000,,否,90.03
511,"{'date': '2026-08-19 16:01:33.214681', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,5.03,,百齡段三小段0236-0000地號,,,,0,,,0,,,,,土地上有：未登記建物。,,,,土地:1建物:0車位:,1150724,,430,,-,85.49
514,"{'date': '2026-08-19 16:01:33.216692', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,無,2,,有,3,住宅大樓(11層含以上有電梯),房屋+車位,租賃,北投區,,63.59,,0,,西安街一段229號五樓,有,,,8.07,坡道平面1,住家用,0,,115/07/19至116/07/18,無,整棟(戶)出租,租金：含下列其他衍生費用：管理費。其他：續租案件。含稅,有,,五層,土地:建物:1車位:1房間個數:,1150709,014,11,,是,1777.01
515,"{'date': '2026-08-19 16:01:33.217367', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,0台、瓦斯或天然氣,2,,有,3,公寓(無電梯),房屋,租賃,士林區,,36.53,,0,,華齡街174號五樓,無,,,0,,住家用,0,,115/07/20至116/07/19,社會住宅包租轉租,整棟(戶)出租,,無,,五層,土地:建物:1車位:房間個數:,1150708,005,3,,否,766.49
518,"{'date': '2026-08-19 16:01:33.219308', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣2台、熱水器、洗衣機、冰箱、傢俱,1,,有,1,華廈(10層含以下有電梯),房屋,租賃,北投區,,15.91,,0,,致遠一路一段78號四樓,有,,,0,,住家用,0,,115/07/08至116/07/07,社會住宅包租轉租,獨立套房,,有,,四層,土地:建物:1車位:房間個數:,1150706,007,2,,否,1445.63
522,"{'date': '2026-08-19 16:01:33.222061', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,2,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,45.08,,6.1,,文林北路147號八樓,,,,13.24,坡道平面1,見其他登記事項,290,,,,,預售屋、或土地及建物分件登記案件。,,,八層,土地:1建物:1車位:1,1131223,,4205,,否,122.96
524,"{'date': '2026-08-19 16:01:33.223360', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,昇樺知玉,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,38.19,,5.22,,臺北市北投區承德路七段32巷,,16.16,鋼筋混凝土造,11.43,坡道平面1,住家用,295,20.79,,,,,,1.23,十三層,土地:10建物:1車位:1,1150705,014,3403,0棟A01-13F號,否,116.14
528,"{'date': '2026-08-19 16:01:33.225999', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",4,冷氣1台、電視機、冰箱、網路、傢俱,0,,有,4,透天厝,房屋,租賃,士林區,,7.26,,0,,大南路332號,無,,,0,,住家用,0,,115/07/15至116/07/14,無,分租套房,租金：含下列其他衍生費用：水費、網路費。,無,,二層,土地:建物:車位:房間個數:1,1150708,002,1,,-,0
530,"{'date': '2026-08-19 16:01:33.227443', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,玖原和美,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,52.26,,3.37,,臺北市北投區中和街251號1樓,,23.7,鋼筋混凝土造,9.5,坡道平面1,住家用,330,23.93,,,,,,4.63,十四層,土地:1建物:1車位:1,1150706,015,4058,0棟A-14號,否,87.18
545,"{'date': '2026-08-19 16:01:33.237461', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,84.47,,中洲段0912-0000地號,,,,0,,,0,,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。,,,,土地:9建物:0車位:,1150720,,2238,,-,26.49
549,"{'date': '2026-08-19 16:01:33.240047', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,北投區,無,0,,529.07,,八仙段二小段0515-0000地號,,,,0,,,0,,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。,,,,土地:1建物:0車位:,1150704,,4750,,-,8.98
551,"{'date': '2026-08-19 16:01:33.241376', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,遠雄明玥,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,53.64,,11.7,,臺北市北投區福真路、承美路口,,27.19,鋼骨鋼筋混凝土造,7.57,坡道平面1,住家用,320,24.15,,,,,,2.3,二十四層,土地:1建物:1車位:1,1150703,027,6115,0棟A05F24號,否,125.79
552,"{'date': '2026-08-19 16:01:33.242056', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,北投區,無,0,,156.5,,關渡段一小段0421-0001地號,,,,0,,,0,,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。,,,,土地:2建物:0車位:,1150729,,313,,-,2
567,"{'date': '2026-08-19 16:01:33.251831', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,4,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,65.03,,9.76,,關渡路58號五樓,,,,11.17,坡道平面1,住家用,0,,,,,,,,五層,土地:1建物:1車位:1,1150701,,2975,,是,45.75
569,"{'date': '2026-08-19 16:01:33.253096', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、瓦斯或天然氣,2,,有,2,華廈(10層含以下有電梯),房屋,租賃,北投區,,29.41,,0,,杏林二路32之1號二樓,有,,,0,,住家用,0,,115/08/01至117/07/31,社會住宅包租轉租,整棟(戶)出租,其他：續租案件。,有,,二層,土地:建物:1車位:房間個數:,1150706,005,2,,否,646.04
577,"{'date': '2026-08-19 16:01:33.259061', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣3台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣,1,,有,2,華廈(10層含以下有電梯),房屋,租賃,北投區,,15.32,,0,,中山路1之6號三樓之3,有,,,0,,住家用,0,,115/08/10至116/08/09,社會住宅代管,整棟(戶)出租,,有,,三層,土地:建物:1車位:房間個數:,1150706,008,2,,否,1044.39
584,"{'date': '2026-08-19 16:01:33.263686', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,1,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,24.15,,7.16,,葫蘆街135巷5弄3號二樓,,,,0,,住家用,0,,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。建築物含有：陽台外推。,,,二層,土地:1建物:1車位:,1150625,,480,,否,19.88
591,"{'date': '2026-08-19 16:01:33.268225', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,華固創?園區,無,,廠辦,房地(土地+建物)+車位,預售屋,北投區,,151.04,,14.73,,臺北市北投區八仙里北投路一段11號,,76.15,見其他登記事項,15.04,坡道平面2,商業用,460,71.8,,,,,,3.09,十二層,土地:21建物:1車位:2,1150709,027,10289,A棟A3-12F號,否,72.27
604,"{'date': '2026-08-19 16:01:33.277080', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,熱水器、洗衣機、冰箱、瓦斯或天然氣,1,,有,2,公寓(無電梯),房屋,租賃,士林區,,17.43,,0,,中山北路七段159巷2之1號三樓,無,,,0,,住家用,0,,115/07/15至116/07/14,無,整棟(戶)出租,,無,,三層,土地:建物:1車位:房間個數:,1150705,003,3,,否,1491.68
610,"{'date': '2026-08-19 16:01:33.280807', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,86.36,,7.07,,中山北路五段755號十五樓,,,,23.6,坡道平面2,見其他登記事項,0,,,,,,,,十五層,土地:1建物:1車位:2,1150604,,6643,,是,76.92
620,"{'date': '2026-08-19 16:01:33.287121', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,華廈(10層含以下有電梯),房地(土地+建物)+車位,買賣,士林區,有,40.54,,4.43,,天母東路50巷20號六樓之3,,,,9.02,坡道平面1,住家用,280,,,,,建築物含有：其他增建。,,,六層,土地:1建物:1車位:1,1150517,,2380,,否,66.62
621,"{'date': '2026-08-19 16:01:33.287781', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣4台、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,2,,有,3,公寓(無電梯),房屋,租賃,士林區,,23.22,,0,,葫蘆街40巷2號二樓,無,,,0,,住家用,0,,115/07/15至116/07/14,社會住宅代管,整棟(戶)出租,其他：續租案件。,無,,二層,土地:建物:1車位:房間個數:,1150707,004,2,,否,861.33
627,"{'date': '2026-08-19 16:01:33.291774', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣5台、熱水器、洗衣機、瓦斯或天然氣、傢俱,2,,有,3,住宅大樓(11層含以上有電梯),房屋+車位,租賃,北投區,,79.72,,0,,中央北路三段40巷34弄18號十二樓之3,有,,,19.92,坡道平面2,住家用,0,,115/08/01至117/07/31,無,整棟(戶)出租,租金：含下列其他衍生費用：其他-含車位、含稅金。,有,,十二層,土地:建物:1車位:2房間個數:,1150708,021,7,,是,842.95
629,"{'date': '2026-08-19 16:01:33.293097', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,4,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,97.07,,19.49,,北科路203號十六樓,,,,20.52,坡道平面2,見其他登記事項,700,,,,,預售屋、或土地及建物分件登記案件。,,,十六層,土地:1建物:2車位:2,1110312,,9800,,否,118.88
638,"{'date': '2026-08-19 16:01:33.299418', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",4,冷氣1台,1,,有,5,華廈(10層含以下有電梯),房屋,租賃,士林區,,11.98,,0,,福林路203號五樓,有,,,0,,住家用,0,,115/07/31至116/07/30,一般轉租,分租套房,其他：續租案件。,有,,五層,土地:建物:車位:房間個數:1,1150709,008,3,,否,2103.51
639,"{'date': '2026-08-19 16:01:33.300082', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,熱水器、瓦斯或天然氣、傢俱,2,,有,3,公寓(無電梯),房屋,租賃,北投區,,29.25,,0,,裕民二路64號二樓,無,,,0,,商業用,0,,115/08/01至117/07/31,社會住宅代管,整棟(戶)出租,其他：續租案件。,無,,二層,土地:建物:1車位:房間個數:,1150707,004,3,,否,923.08
644,"{'date': '2026-08-19 16:01:33.303353', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,4,公寓(5樓含以下無電梯),房地(土地+建物),買賣,北投區,無,20.69,,9.83,,崇仁路一段94號三樓,,,,0,,住家用,0,,,,,建築物含有：陽台外推、頂樓加蓋。,,,"三層,陽臺",土地:3建物:1車位:,1150509,,1400,,否,67.67
668,"{'date': '2026-08-19 16:01:33.319210', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",3,,2,士科大院.,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,70.25,,9.88,,臺北市北投區洲美里福善路,,31.01,鋼骨鋼筋混凝土造,16.64,坡道平面2,住家用,640,35.3,,,,,,3.95,六層,土地:1建物:1車位:2,1150706,022,6068,A棟1號,否,101.25
673,"{'date': '2026-08-19 16:01:33.322133', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,昇陽醴居,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,士林區,,54.13,,6.22,,臺北市士林區德行東路277號,,27.29,鋼筋混凝土造,11.59,坡道平面1,住家用,295,23.77,,,,,,3.07,四層,土地:8建物:1車位:1,1150709,021,5648,A棟A4-4F號,否,125.83
676,"{'date': '2026-08-19 16:01:33.324025', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣3台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,1,,有,2,公寓(無電梯),房屋,租賃,士林區,,21.86,,0,,永平街46巷3弄9號四樓,無,,,0,,住家用,0,,115/07/10至116/07/09,社會住宅包租轉租,整棟(戶)出租,其他：續租案件。管理費元，水電費 瓦斯費 網路費 由承租人負擔,無,,四層,土地:建物:1車位:房間個數:0,1150707,004,2,,否,846.29
681,"{'date': '2026-08-19 16:01:33.327610', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號三樓之17,無,,,0,,住家用,0,,115/07/09至116/07/08,社會住宅包租轉租,獨立套房,,無,,三層,土地:建物:1車位:房間個數:,1150707,005,1,,否,1144.49
683,"{'date': '2026-08-19 16:01:33.328925', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣2台、熱水器、瓦斯或天然氣、傢俱,1,,有,2,公寓(無電梯),房屋,租賃,士林區,,17.74,,0,,延平北路五段163巷35弄31號五樓,無,,,0,,住家用,0,,115/07/08至116/07/07,社會住宅包租轉租,整棟(戶)出租,其他：續租案件。,無,,五層,土地:建物:1車位:房間個數:,1150702,005,2,,否,845.55
688,"{'date': '2026-08-19 16:01:33.332260', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,華廈(10層含以下有電梯),房地(土地+建物)+車位,買賣,士林區,有,58.82,,11.14,,忠誠路二段10巷5號四樓,,,,9.42,升降機械1,住家用,0,,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,四層,土地:2建物:1車位:1,1150516,,3800,,是,64.6
699,"{'date': '2026-08-19 16:01:33.340002', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",4,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,4,公寓(無電梯),房屋,租賃,士林區,,6.27,,0,,前街100之1號四樓,無,,,0,,住家用,0,,115/07/10至116/07/09,一般代管,分租套房,租金：含下列其他衍生費用：水費、網路費、其他-MOD。承租C房,無,,四層,土地:建物:車位:房間個數:1,1150707,004,1,,否,1594.9
700,"{'date': '2026-08-19 16:01:33.340693', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣5台、熱水器,2,,有,4,住宅大樓(11層含以上有電梯),房屋+車位,租賃,北投區,,61.67,,0,,中央北路三段40巷34弄18號二樓,有,,,0,坡道平面1,住家用,0,,115/07/25至117/07/24,無,整棟(戶)出租,,有,,二層,土地:建物:1車位:1房間個數:,1150703,021,4,,是,698.88
703,"{'date': '2026-08-19 16:01:33.342844', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,,有,4,公寓(無電梯),房屋,租賃,北投區,,3.46,,0,,義理街66號二樓之1,無,,,0,,住家用,0,,115/07/06至116/07/31,一般轉租,分租雅房,租金：含下列其他衍生費用：網路費、其他-垃圾代收、每月清潔。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,無,,二層,土地:建物:車位:房間個數:1,1150706,004,1,,否,3988.44
715,"{'date': '2026-08-19 16:01:33.350658', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,昇陽醴居,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,士林區,,46.83,,5.14,,臺北市士林區德行東路277號,,22.65,鋼筋混凝土造,11.59,坡道平面1,住家用,295,21.68,,,,,,2.5,十七層,土地:8建物:1車位:1,1150706,021,5006,A棟A5-17F號,否,133.68
722,"{'date': '2026-08-19 16:01:33.355668', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",8,冷氣1台、熱水器、洗衣機、電視機、冰箱、網路、傢俱,0,,有,8,透天厝,房屋,租賃,士林區,,7.44,,0,,大東路35號,無,,,0,,住商用,0,,115/07/27至116/07/26,一般轉租,分租套房,租賃標的：含增建或未登記建物。其他：續租案件。,無,,二層,土地:建物:車位:房間個數:1,1150703,004,2,,-,0
725,"{'date': '2026-08-19 16:01:33.357597', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",5,冷氣1台、洗衣機、電視機、冰箱、有線電視、網路、傢俱,0,,有,5,華廈(10層含以下有電梯),房屋,租賃,士林區,,4.94,,0,,延平北路五段225號八樓之1,無,,,0,,住家用,0,,115/07/10至116/07/09,一般代管,分租套房,承租人：多人共同承租，共2人。租金：含下列其他衍生費用：水費、網路費、其他-MOD。租賃標的：租賃建物部分範圍，且未計入共有部分面積。承租 C房,無,,八層,土地:建物:車位:房間個數:1,1150709,008,1,,否,2732.79
732,"{'date': '2026-08-19 16:01:33.362254', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,瓦斯或天然氣,2,,有,3,住宅大樓(11層含以上有電梯),房屋+車位,租賃,士林區,,47.19,,0,,天母東路105巷9弄10號二樓,有,,,3.97,塔式車位1,見其他登記事項,0,,115/04/24至117/04/30,一般包租,整棟(戶)出租,租金：含下列其他衍生費用：管理費。,有,,二層,土地:0建物:1車位:1房間個數:,1150409,012,8,,是,1589.32
733,"{'date': '2026-08-19 16:01:33.362911', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、洗衣機、電視機、冰箱、傢俱,1,,有,3,華廈(10層含以下有電梯),房屋,租賃,士林區,,45.44,,0,,天母東路43巷4弄9號三樓,無,,,0,,住家用,0,,115/08/01至117/07/31,無,整棟(戶)出租,租金：含下列其他衍生費用：管理費、其他-租金內含所得稅、健保補充保費、垃圾清潔費。,無,,三層,土地:建物:1車位:房間個數:,1150707,007,8,,否,1760.56
739,"{'date': '2026-08-19 16:01:33.366481', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路、傢俱,2,,有,3,住宅大樓(11層含以上有電梯),房屋,租賃,士林區,,73.16,,0,,忠誠路二段180號二十樓,有,,,0,,住家用,0,,115/07/02至117/07/01,無,整棟(戶)出租,租金：含下列其他衍生費用：水費、網路費、其他-家具租賃費、健康俱樂部管理費、含稅。管理費：17010元,有,,二十層,土地:建物:1車位:房間個數:,1150708,026,15,,否,2091.17
746,"{'date': '2026-08-19 16:01:33.370723', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、洗衣機、電視機、冰箱、傢俱,2,,有,3,公寓(無電梯),房屋,租賃,士林區,,32.31,,0,,後港街20巷18號三樓,無,,,0,,住家用,0,,115/07/10至116/07/09,一般代管,整棟(戶)出租,,無,,三層,土地:建物:1車位:房間個數:,1150709,005,4,,否,1114.21
756,"{'date': '2026-08-19 16:01:33.376313', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、瓦斯或天然氣,2,,有,3,住宅大樓(11層含以上有電梯),房屋+車位,租賃,北投區,,66.05,,0,,光明路151巷6號六樓,有,,,12.48,坡道平面1,住家用,0,,115/07/10至118/07/09,無,整棟(戶)出租,,有,,六層,土地:建物:1車位:1房間個數:,1150709,027,7,,是,999.24
