_id,_importdate,build_b,build_c,build_l,build_name,build_p,build_r,buitype,case_f,case_t,district,elevator,farea,fdate,landa,landa_z,location,manage,mb_area,mbuild,parea,parktype,pbuild,pprice,pu_area,rent_period,rent_service,rent_type,rmnote,rule,sb_area,sbuild,scnt,sdate,tbuild,tprice,trans_target,upnote,uprice
296,"{'date': '2026-08-12 10:56:01.431157', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣2台、熱水器、瓦斯或天然氣,2,,有,4,華廈(10層含以下有電梯),房屋,租賃,士林區,,65.64,,0,,天母北路87巷14號二樓,無,,,0,,住家用,0,,115/07/01至118/06/30,無,整棟(戶)出租,,無,,二層,土地:建物:1車位:房間個數:,1150626,007,4,,否,670.32
297,"{'date': '2026-08-12 10:56:01.431666', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號二樓之16,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,二層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1144.49
300,"{'date': '2026-08-12 10:56:01.433357', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,德安美麗綻,有,2,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,28.55,,3.97,,臺北市北投區承德路七段166巷,,10.58,鋼筋混凝土造,7.65,其他1,住家用,210,16.78,,,,,,1.19,十二層,土地:4建物:1車位:1,1150629,013,2345,0棟A3-12F號,否,102.15
303,"{'date': '2026-08-12 10:56:01.434974', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,4,華廈(10層含以下有電梯),房地(土地+建物)+車位,買賣,士林區,有,45.46,,8.58,,中山北路七段114巷51弄7號三樓,,,,6.68,坡道平面1,住家用,0,,,,,建築物含有：其他增建。,,,三層,土地:1建物:1車位:1,1150426,,2500,,是,54.99
304,"{'date': '2026-08-12 10:56:01.435622', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,車位,買賣,士林區,有,11.5,,2.68,,天母東路96、98、100、102號地下室,,,,0,坡道平面1,見其他登記事項,172.81,,,,,僅車位交易。使用權車位無法拆算,,,地下層,土地:1建物:1車位:1,1150714,,173,,-,0
306,"{'date': '2026-08-12 10:56:01.436646', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,遠雄明玥,有,2,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,32.92,,6.44,,臺北市北投區福真路、承美路口,,14.38,鋼骨鋼筋混凝土造,7.57,坡道平面1,住家用,300,16.69,,,,,,1.85,二十二層,土地:2建物:1車位:1,1150627,027,3271,0棟A01F22號,否,117.2
307,"{'date': '2026-08-12 10:56:01.437156', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",0,,1,,有,0,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,24.85,,16.13,,德行東路109巷3號一樓,,,,0,,住商用,0,,,,,建築物含有：陽台外推、未登記建物。其他增建：後方增建面積約18坪,,,"一層,騎樓",土地:1建物:1車位:,1150503,,4188,,否,168.53
308,"{'date': '2026-08-12 10:56:01.437653', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,北投區,無,28.28,,14.07,,義理街63巷4弄12號三樓,,,,0,,住家用,0,,,,,,,,"三層,陽臺",土地:1建物:1車位:,1150620,,1781,,否,62.98
315,"{'date': '2026-08-12 10:56:01.441348', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,7.03,,0,,凱旋路11號二樓之6,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,二層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1137.98
320,"{'date': '2026-08-12 10:56:01.443910', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,,有,2,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,26.13,,8.17,,福華路147巷31號三樓,,,,0,,住家用,0,,,,,,,,三層,土地:1建物:1車位:,1150630,,1416,,否,54.19
332,"{'date': '2026-08-12 10:56:01.450310', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,174.85,,至善段五小段0381-0000地號,,,,0,,,0,,,,,特殊交易情況、條件：具重建或重劃、都更等效益。,,,,土地:4建物:0車位:,1141002,,10750,,-,61.48
334,"{'date': '2026-08-12 10:56:01.451306', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,2,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,35.18,,4.4,,天母西路50巷26之1號二樓,,,,12.21,坡道平面1,見其他登記事項,290,,,,,預售屋、或土地及建物分件登記案件。,,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,屋頂突出物,地下一層,地下二層,地下三層,地下四層",土地:1建物:1車位:1,1100117,,2588,,否,100.04
347,"{'date': '2026-08-12 10:56:01.458201', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,北投區,無,0,,1.03,,關渡段三小段0245-0003地號,,,,0,,,0,,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,,土地:4建物:0車位:,1150718,,38,,-,36.89
353,"{'date': '2026-08-12 10:56:01.461357', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,無,6,,有,0,店面(店鋪),房屋,租賃,士林區,,73.19,,0,,天母東路90巷1號,無,,,0,,住家用,0,,115/07/20至120/07/19,,,租金：含稅、含下列其他衍生費用：其他-二代健保費。租賃標的：租賃期間有約定不同租金-自民國117年7月20日起，至120年7月19日止，每月租金新臺幣126000元整。。租賃期間含免租金裝潢期115年7月20日至115年8月19日。,無,,見其他登記事項,土地:建物:1車位:房間個數:0,1150701,002,12,,否,1639.57
354,"{'date': '2026-08-12 10:56:01.461867', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,,有,2,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,29.38,,2.89,,文林路710號八樓,,,,0,升降機械1,見其他登記事項,160,,,,,預售屋、或土地及建物分件登記案件。,,,八層,土地:1建物:1車位:1,1100406,,2520,,是,85.77
361,"{'date': '2026-08-12 10:56:01.465670', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號四樓之8,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,四層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1144.49
380,"{'date': '2026-08-12 10:56:01.476062', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,2,華廈(10層含以下有電梯),房地(土地+建物)+車位,買賣,士林區,有,35.1,,7.93,,天母北路9巷8號三樓,,,,4.53,其他1,住家用,215,,,,,,,,三層,土地:1建物:1車位:1,1150622,,3380,,否,103.53
384,"{'date': '2026-08-12 10:56:01.478209', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號四樓之15,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,四層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1144.49
389,"{'date': '2026-08-12 10:56:01.480968', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,慕溪,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,士林區,,37.95,,6.78,,臺北市士林區天母北路44巷,,19.73,鋼筋混凝土造,5.52,其他1,住家用,190,16.75,,,,,,1.47,七層,土地:4建物:1車位:1,1141125,011,3748,0棟B1號,否,109.71
393,"{'date': '2026-08-12 10:56:01.483102', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,1,,有,1,大樓(11層含以上有電梯),房地(土地+建物),買賣,士林區,有,13.93,,2.74,,德行西路50號四樓之9,,,,0,,見其他登記事項,0,,,,,建築物含有：陽台外推、夾層。,,,四層,土地:3建物:1車位:,1150617,,1550,,否,111.27
396,"{'date': '2026-08-12 10:56:01.484675', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、網路、傢俱,2,,有,3,住宅大樓(11層含以上有電梯),房屋,租賃,北投區,,46.48,,0,,裕民六路115號二十二樓,有,,,0,,見其他登記事項,0,,115/08/01至117/07/31,無,整棟(戶)出租,租金：含下列其他衍生費用：管理費、網路費。,有,,二十二層,土地:建物:1車位:房間個數:,1150630,024,10,,否,2108.43
400,"{'date': '2026-08-12 10:56:01.487222', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,北投區,無,33.21,,11.11,,吉利街164巷2弄3號五樓,,,,0,,住家用,0,,,,,建築物含有：其他增建。,,,五層,土地:2建物:1車位:,1150613,,1620,,否,48.78
419,"{'date': '2026-08-12 10:56:01.497834', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,4,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,49.08,,14.45,,中山北路六段171號五樓,,,,0,,住家用,0,,,,,建築物含有：頂樓加蓋、其他增建。,,,五層,土地:1建物:1車位:,1141126,,3050,,否,62.14
420,"{'date': '2026-08-12 10:56:01.498373', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號五樓之9,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,五層,土地:建物:1車位:房間個數:,1150630,005,1,,否,1144.49
427,"{'date': '2026-08-12 10:56:01.502057', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",5,,3,,有,7,華廈(10層含以下有電梯),房地(土地+建物),買賣,士林區,有,90.08,,20.76,,承德路四段5號地下,,,,0,,商業用,0,,,,,建築物含有：其他增建。含其他增建:平台外推、廚房、餐廳增建,,,地下層,土地:2建物:2車位:,1150426,,3580,,否,39.74
435,"{'date': '2026-08-12 10:56:01.506687', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣3台、熱水器、傢俱,2,,有,3,華廈(10層含以下有電梯),房屋,租賃,北投區,,27.15,,0,,長壽路27號地下,有,,,0,,商業用,0,,115/07/16至116/07/15,社會住宅代管,整棟(戶)出租,其他：續租案件。國家住宅及都市更新中心社會住宅包租代管計畫之物件。,有,,地下一層,土地:建物:1車位:房間個數:,1150629,008,2,,否,883.98
456,"{'date': '2026-08-12 10:56:01.518357', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、冰箱、傢俱,2,,有,2,公寓(無電梯),房屋,租賃,北投區,,22.92,,0,,杏林二路32號二樓,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅代管,整棟(戶)出租,,無,,二層,土地:建物:1車位:房間個數:,1150627,005,3,,否,1134.38
469,"{'date': '2026-08-12 10:56:01.525330', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、洗衣機、冰箱、傢俱,0,,有,1,住宅大樓(11層含以上有電梯),房屋,租賃,北投區,,9.81,,0,,中山路47號六樓之5,有,,,0,,住家用,0,,115/07/13至117/07/12,社會住宅代管,獨立套房,其他：續租案件。,有,,六層,土地:建物:1車位:房間個數:,1150629,012,1,,否,856.27
475,"{'date': '2026-08-12 10:56:01.528500', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,58.19,,8.61,,文林北路153號五樓,,,,13.24,坡道平面1,見其他登記事項,290,,,,,預售屋、或土地及建物分件登記案件。,,,五層,土地:1建物:1車位:1,1131215,,5588,,否,117.86
479,"{'date': '2026-08-12 10:56:01.530658', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣1台、熱水器、洗衣機、電視機、冰箱、有線電視、網路、傢俱,1,,有,4,公寓(無電梯),房屋,租賃,士林區,,3.93,,0,,中山北路六段191號三樓,無,,,0,,住家用,0,,115/07/01至116/06/30,一般轉租,分租雅房,租金：含下列其他衍生費用：網路費、其他-清潔費。,無,,三層,土地:建物:車位:房間個數:1,1150628,005,1,,否,3384.22
492,"{'date': '2026-08-12 10:56:01.537898', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,24.31,,文林段五小段0498-0000地號,,,,0,,,0,,,,,特殊交易標的類型：(包含)公共設施保留地(用地)。與政府有關之交易：協議價購。115年度臺北市政府以容積代金基金採購私有公共設施保留地,,,,土地:3建物:0車位:,1150708,,604,,-,24.85
495,"{'date': '2026-08-12 10:56:01.539468', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,2,,有,3,住宅大樓(11層含以上有電梯),房屋,租賃,士林區,,37.24,,0,,中正路655巷6號十四樓之2,有,,,0,,住家用,0,,115/07/05至116/07/04,一般轉租,整棟(戶)出租,承租人：多人共同承租，共2人。租金：含下列其他衍生費用：管理費。,有,,十四層,土地:建物:1車位:房間個數:,1150630,015,4,,否,1149.3
500,"{'date': '2026-08-12 10:56:01.542311', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、瓦斯或天然氣、傢俱,1,,有,3,住宅大樓(11層含以上有電梯),房屋,租賃,北投區,,35.64,,0,,中央北路二段223號三樓,有,,,0,,見其他登記事項,0,,115/07/15至116/07/14,社會住宅代管,整棟(戶)出租,,有,,三層,土地:建物:1車位:房間個數:,1150626,011,4,,否,982.04
508,"{'date': '2026-08-12 10:56:01.546632', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、冰箱、傢俱,0,,有,1,華廈(10層含以下有電梯),房屋,租賃,士林區,,22.72,,0,,格致路8之1號三樓之12,有,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,有,,三層,土地:建物:1車位:房間個數:,1150626,005,1,,否,528.17
525,"{'date': '2026-08-12 10:56:01.556011', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",4,,2,,有,3,華廈(10層含以下有電梯),房地(土地+建物)+車位,買賣,士林區,有,95.46,,27.7,,中山北路七段181巷20號二樓,,,,20.18,坡道平面2,住家用,0,,,,,建築物含有：陽台外推、其他增建。,,,二層,土地:3建物:1車位:2,1150505,,8000,,是,83.8
531,"{'date': '2026-08-12 10:56:01.559250', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,1,,有,1,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,20.04,,11.9,,承德路四段3巷23號,,,,0,,住家用,0,,,,,建築物含有：其他增建。,,,一層,土地:2建物:1車位:,1150524,,1750,,否,87.33
536,"{'date': '2026-08-12 10:56:01.562106', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣2台、熱水器、冰箱、瓦斯或天然氣,2,,有,4,公寓(無電梯),房屋,租賃,士林區,,31.38,,0,,中社路一段36巷2號二樓,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅代管,整棟(戶)出租,,無,,二層,土地:建物:1車位:房間個數:,1150630,004,2,,否,669.22
539,"{'date': '2026-08-12 10:56:01.563650', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣3台、熱水器、瓦斯或天然氣,2,,有,2,華廈(10層含以下有電梯),房屋,租賃,士林區,,24.17,,0,,天母東路22巷21號三樓之7,有,,,0,,住家用,0,,115/07/03至116/07/02,無,整棟(戶)出租,,有,,三層,土地:建物:1車位:房間個數:,1150702,010,3,,否,1323.96
562,"{'date': '2026-08-12 10:56:01.577083', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,慕溪,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,士林區,,37.95,,6.78,,臺北市士林區天母北路44巷,,19.73,鋼筋混凝土造,5.52,其他1,住家用,190,16.75,,,,,,1.47,三層,土地:4建物:1車位:1,1150702,011,3650,0棟B1號,否,106.69
563,"{'date': '2026-08-12 10:56:01.577645', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,48.46,,6.92,,文林北路149號五樓,,,,12.41,坡道平面1,見其他登記事項,290,,,,,預售屋、或土地及建物分件登記案件。,,,五層,土地:1建物:1車位:1,1140526,,4667,,否,121.41
567,"{'date': '2026-08-12 10:56:01.580032', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,北投區,無,29.96,,9.91,,西安街一段161號四樓,,,,0,,住家用,0,,,,,建築物含有：其他增建、頂樓加蓋。,,,四層,土地:1建物:1車位:,1150406,,2280,,否,76.1
568,"{'date': '2026-08-12 10:56:01.580562', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,鄉林靜岡,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,48.15,,7.11,,臺北市北投區桃源里中央北路三段40巷20弄1號,,23.1,鋼筋混凝土造,10,坡道平面1,住家用,320,23.32,,,,,,1.72,四層,土地:9建物:1車位:1,1150630,013,3600,0棟A2-4F號,否,85.98
578,"{'date': '2026-08-12 10:56:01.586093', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,50.4,,7.29,,天母西路50巷28號四樓,,,,12.21,坡道平面1,見其他登記事項,340,,,,,預售屋、或土地及建物分件登記案件。,,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,屋頂突出物,地下一層,地下二層,地下三層,地下四層",土地:1建物:1車位:1,1100118,,4088,,否,98.14
580,"{'date': '2026-08-12 10:56:01.587180', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",5,冷氣1台、熱水器、電視機、冰箱、網路、傢俱,1,,有,5,公寓(無電梯),房屋,租賃,士林區,,3.03,,0,,至誠路二段47之1號五樓,無,,,0,,住家用,0,,115/08/01至116/07/31,無,分租套房,租金：含下列其他衍生費用：水費、網路費。,無,,五層,土地:建物:車位:房間個數:1,1150629,005,1,,否,2970.3
584,"{'date': '2026-08-12 10:56:01.589390', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣3台、熱水器、洗衣機、冰箱、瓦斯或天然氣、傢俱,1,,有,2,華廈(10層含以下有電梯),房屋,租賃,北投區,,23.3,,0,,中央北路三段40巷42之1號四樓,有,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅代管,整棟(戶)出租,管理費元，水電費 瓦斯費 由承租人負擔,有,,四層,土地:建物:1車位:房間個數:0,1150629,007,3,,否,1158.8
585,"{'date': '2026-08-12 10:56:01.589935', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,北投區,無,25.41,,12.71,,中央北路二段320巷7號三樓,,,,0,,住家用,0,,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,三層,土地:2建物:2車位:,1150705,,700,,否,27.55
589,"{'date': '2026-08-12 10:56:01.592147', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,北投區,無,0,,0.41,,溫泉段一小段0260-0000地號,,,,0,,,0,,,,,,,,,土地:1建物:0車位:,1150710,,115,,-,280.49
592,"{'date': '2026-08-12 10:56:01.593802', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,2,,有,3,住宅大樓(11層含以上有電梯),房屋,租賃,士林區,,58.36,,0,,忠誠路一段171巷12弄10號三樓,有,,,0,,住家用,0,,115/07/15至116/07/14,無,整棟(戶)出租,租金：含下列其他衍生費用：管理費。其他：續租案件。,有,,三層,土地:建物:1車位:房間個數:,1150630,012,7,,否,1113.78
594,"{'date': '2026-08-12 10:56:01.594891', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,,有,4,公寓(無電梯),房屋,租賃,北投區,,3.98,,0,,義理街66號二樓之1,無,,,0,,住家用,0,,115/06/27至116/06/30,一般轉租,分租雅房,租金：含下列其他衍生費用：網路費、其他-垃圾代收、每月清潔。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,無,,二層,土地:建物:車位:房間個數:1,1150626,004,1,,否,3517.59
596,"{'date': '2026-08-12 10:56:01.595997', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,2,,有,4,華廈(10層含以下有電梯),房屋,租賃,士林區,,4.81,,0,,磺溪街45號二樓,無,,,0,,住家用,0,,115/06/30至116/05/31,一般轉租,分租雅房,租賃標的：租賃建物部分範圍，且未計入共有部分面積。,無,,二層,土地:建物:車位:房間個數:1,1150630,005,1,,否,1746.36
606,"{'date': '2026-08-12 10:56:01.601597', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣2台,1,,有,0,住宅大樓(11層含以上有電梯),房屋,租賃,北投區,,25.04,,0,,中央南路二段12之27號十九樓,有,,,0,,見其他登記事項,0,,115/07/11至117/07/10,,,租金：含下列其他衍生費用：管理費。,有,,十九層,土地:建物:1車位:房間個數:0,1150626,019,4,,否,1557.51
609,"{'date': '2026-08-12 10:56:01.603207', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,北投區,無,0,,55.86,,溫泉段二小段0451-0000地號,,,,0,,,0,,,,,,,,,土地:1建物:0車位:,1150617,,3352,,-,60.01
610,"{'date': '2026-08-12 10:56:01.603747', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,1,,有,1,大樓(11層含以上有電梯),房地(土地+建物),買賣,北投區,有,15.16,,4.67,,泉源路48號十三樓之1,,,,0,,住家用,0,,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,十三層,土地:1建物:1車位:,1150629,,1068,,否,70.45
611,"{'date': '2026-08-12 10:56:01.604282', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",3,冷氣5台,3,,有,4,華廈(10層含以下有電梯),房屋+車位,租賃,士林區,,96.18,,0,,忠義街109號七樓,有,,,0,坡道平面1,住家用,0,,115/08/01至119/07/31,無,整棟(戶)出租,租金：含下列其他衍生費用：管理費、其他-稅。車位坪數無法拆算,有,,七層,土地:建物:1車位:1房間個數:,1150630,007,24,,是,2495.32
632,"{'date': '2026-08-12 10:56:01.615708', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,38.47,,6.8,,泉源路19之2號十一樓,,,,3.09,升降機械1,見其他登記事項,210,,,,,,,,十一層,土地:1建物:1車位:1,1150418,,3245,,否,85.78
648,"{'date': '2026-08-12 10:56:01.624171', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣2台、熱水器、洗衣機、電視機、冰箱、傢俱,2,,有,5,公寓(無電梯),房屋,租賃,士林區,,24.58,,0,,倫等街48巷16號,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅代管,整棟(戶)出租,承租人：多人共同承租，共2人。,無,,一層,土地:建物:1車位:房間個數:,1150629,004,4,,否,1423.92
651,"{'date': '2026-08-12 10:56:01.625741', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,昇陽醴居,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,士林區,,54.2,,6.22,,臺北市士林區德行東路277號,,27.78,鋼筋混凝土造,11.59,坡道平面1,住家用,330,23.79,,,,,,2.63,十四層,土地:8建物:1車位:1,1150627,021,5946,B棟B4-14F號,否,131.8
655,"{'date': '2026-08-12 10:56:01.627897', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,1,,有,0,華廈(10層含以下有電梯),房地(土地+建物),買賣,北投區,有,18.53,,5.71,,實踐街82巷2號,,,,0,,商業用,0,,,,,,,,一層,土地:1建物:1車位:,1150709,,2238,,否,120.78
673,"{'date': '2026-08-12 10:56:01.637546', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號二樓之19,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,二層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1144.49
678,"{'date': '2026-08-12 10:56:01.640085', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,5,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,18.55,,7.46,,中正路212巷10弄3號二樓,,,,0,,住家用,0,,,,,關係人間交易：親友、員工、共有人或其他特殊關係間之交易。,,,二層,土地:1建物:1車位:,1150705,,1000,,否,53.91
679,"{'date': '2026-08-12 10:56:01.640597', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,1,,有,3,大樓(11層含以上有電梯),房地(土地+建物),買賣,北投區,有,22.85,,2.94,,中和街20巷2號五樓之8、9,,,,0,,見其他登記事項,0,,,,,建築物含有：陽台外推、夾層。,,,五層,土地:3建物:1車位:,1150619,,1810,,否,79.21
681,"{'date': '2026-08-12 10:56:01.641630', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、瓦斯或天然氣、傢俱,2,,有,3,公寓(無電梯),房屋,租賃,北投區,,35.83,,0,,公館路348號五樓,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅代管,整棟(戶)出租,,無,,五層,土地:建物:1車位:房間個數:,1150626,005,3,,否,753.56
699,"{'date': '2026-08-12 10:56:01.651129', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,瓦斯或天然氣,,,無,,店面(店鋪),房屋,租賃,北投區,,25.88,,0,,崇仁路一段84號,無,,,0,,商業用,0,,115/07/01至121/02/29,,,租金：含稅、含下列其他衍生費用：其他-二代健保費。租賃標的：含增建或未登記建物、租賃期間有約定不同租金-自民國118年3月1日至121年2月29日租金調為肆萬伍仟元(含稅+二代健保)。。,無,,一層,土地:建物:1車位:房間個數:,1150701,004,4,,否,1653.79
714,"{'date': '2026-08-12 10:56:01.659336', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、瓦斯或天然氣、傢俱,2,,有,3,公寓(無電梯),房屋,租賃,北投區,,37.78,,0,,中和街234巷9號二樓,無,,,0,,住家用,0,,115/07/18至116/07/17,社會住宅代管,整棟(戶)出租,其他：續租案件。國家住宅及都市更新中心社會住宅包租代管計畫之物件。,無,,二層,土地:建物:1車位:房間個數:,1150629,005,4,,否,929.06
