_id,_importdate,build_b,build_c,build_l,build_name,build_p,build_r,buitype,case_f,case_t,district,elevator,farea,fdate,landa,landa_z,location,manage,mb_area,mbuild,parea,parktype,pbuild,pprice,pu_area,rent_period,rent_service,rent_type,rmnote,rule,sb_area,sbuild,scnt,sdate,tbuild,tprice,trans_target,upnote,uprice
721,"{'date': '2026-08-12 10:56:01.663117', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,,有,4,公寓(5樓含以下無電梯),房地(土地+建物),買賣,北投區,無,37.53,,8.47,,大業路578號四樓,,,,0,,住家用,0,,,,,,,,四層,土地:4建物:2車位:,1150610,,1850,,否,49.29
722,"{'date': '2026-08-12 10:56:01.663661', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,1,,有,1,華廈(10層含以下有電梯),房地(土地+建物),買賣,北投區,有,14.64,,2.81,,光明路246號二樓之2,,,,0,,住家用,0,,,,,建築物含有：陽台外推。,,,"二層,陽臺",土地:2建物:1車位:0,1150630,,815,,否,55.67
723,"{'date': '2026-08-12 10:56:01.664235', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,32.82,,8.89,,士東路54巷22之2號二樓,,,,0,,住家用,0,,,,,建築物含有：其他增建。,,,二層,土地:1建物:1車位:,1150501,,2188,,否,66.67
724,"{'date': '2026-08-12 10:56:01.664788', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,,,,車位,租賃,北投區,,1.4,,0,,民族街15之2號等共用部分,,,,1.4,塔式車位1,見其他登記事項,2500,,115/07/01至115/12/31,,,租金已扣除管理費1000元,,,,土地:建物:車位:1房間個數:,1150701,,0,,-,0
741,"{'date': '2026-08-12 10:56:01.674214', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,慕溪,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,士林區,,37.95,,6.78,,臺北市士林區天母北路44巷,,19.73,鋼筋混凝土造,5.52,其他1,住家用,190,16.75,,,,,,1.47,十層,土地:4建物:1車位:1,1150616,011,4078,0棟B1號,否,119.89
760,"{'date': '2026-08-12 10:56:01.684323', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號三樓之19,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,三層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1144.49
764,"{'date': '2026-08-12 10:56:01.686488', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",5,無,6,,有,4,透天厝,房屋,租賃,士林區,,107.28,,0,,仰德大道一段91巷25弄18號,無,,,0,,住家用,0,,115/07/01至118/06/30,無,整棟(戶)出租,其他：續租案件。,無,,見其他登記事項,土地:建物:1車位:房間個數:,1150629,003,23,,-,0
767,"{'date': '2026-08-12 10:56:01.688174', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,55.47,,13.76,,中央北路二段350巷72號十四樓,,,,0,坡道平面1,住家用,0,,,,,與政府有關之交易：政府機關標讓售。,,,十四層,土地:1建物:1車位:1,1150605,,2731,,是,49.23
786,"{'date': '2026-08-12 10:56:01.698691', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,7.1,,0,,凱旋路11號二樓之22,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,二層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1126.76
791,"{'date': '2026-08-12 10:56:01.701424', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,華廈(10層含以下有電梯),房地(土地+建物),買賣,士林區,有,43.66,,8.81,,中山北路七段140巷12號二樓,,,,0,,住家用,0,,,,,建築物含有：陽台外推、其他增建。,,,二層,土地:1建物:1車位:,1150418,,3958,,否,90.66
795,"{'date': '2026-08-12 10:56:01.703615', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,35.64,,7.99,,士東路128號二樓,,,,0,,住家用,0,,,,,建築物含有：其他增建。,,,二層,土地:1建物:1車位:,1141118,,2480,,否,69.58
802,"{'date': '2026-08-12 10:56:01.707415', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,1,,有,2,華廈(10層含以下有電梯),房地(土地+建物)+車位,買賣,北投區,有,18.09,,5.5,,石牌路二段348巷13之1號二樓,,,,1.68,塔式車位1,住家用,180,,,,,建築物含有：陽台外推。,,,二層,土地:1建物:1車位:1,1150314,,1700,,否,92.63
805,"{'date': '2026-08-12 10:56:01.709107', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,樺輝詠鑄,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,59.67,,8.98,,臺北市北投區洲美里洲美街,,27.91,鋼骨混凝土造,11.23,坡道平面1,住家用,310,28.64,,,,毛胚屋。,,3.12,十九層,土地:2建物:1車位:1,1150630,028,7020,0棟A1號,否,138.52
811,"{'date': '2026-08-12 10:56:01.712292', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,1,,有,1,住宅大樓(11層含以上有電梯),房屋,租賃,士林區,,14.21,,0,,延平北路六段392巷6號六樓之8,有,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅代管,獨立套房,承租人：多人共同承租，共2人。管理費每個月997元不包含在租金內,有,,六層,土地:建物:1車位:房間個數:,1150630,011,2,,否,1548.21
814,"{'date': '2026-08-12 10:56:01.713937', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,2,,有,3,住宅大樓(11層含以上有電梯),房屋,租賃,士林區,,37.24,,0,,中正路655巷6號十四樓之2,有,,,0,,住家用,0,,115/07/05至116/07/04,一般轉租,整棟(戶)出租,承租人：多人共同承租，共2人。租金：含下列其他衍生費用：管理費。,有,,十四層,土地:建物:1車位:房間個數:,1150630,015,4,,否,1149.3
815,"{'date': '2026-08-12 10:56:01.714480', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、傢俱,0,,有,1,華廈(10層含以下有電梯),房屋,租賃,士林區,,7.4,,0,,格致路20巷1號八樓之11,有,,,0,,商業用,0,,115/07/01至118/06/30,社會住宅包租轉租,獨立套房,管理費：1110元，租金不含管理費，由承租人負擔。,有,,八層,土地:建物:1車位:房間個數:,1150630,009,1,,否,1702.7
817,"{'date': '2026-08-12 10:56:01.715704', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,0,,有,0,華廈(10層含以下有電梯),房地(土地+建物),買賣,北投區,有,134.2,,23.21,,中央南路二段103號二樓,,,,0,,工業用,0,,,,,建築物含有：其他增建。,,,二層,土地:1建物:1車位:,1150514,,5325,,否,39.68
819,"{'date': '2026-08-12 10:56:01.716752', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,昇陽醴居,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,士林區,,60.26,,5.82,,臺北市士林區德行東路277號,,23.84,鋼筋混凝土造,23.17,坡道平面2,住家用,590,33.8,,,,,,2.63,十三層,土地:8建物:1車位:2,1150629,021,5405,B棟B1-13F號,否,129.82
825,"{'date': '2026-08-12 10:56:01.720306', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,1,,有,1,大樓(11層含以上有電梯),房地(土地+建物),買賣,士林區,有,15.12,,6.43,,菁山路96號五樓,,,,0,,住家用,0,,,,,,,,五層,土地:1建物:1車位:0,1150707,,770,,否,50.93
826,"{'date': '2026-08-12 10:56:01.720829', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號四樓之2,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,四層,土地:建物:1車位:房間個數:,1150630,005,1,,否,1144.49
835,"{'date': '2026-08-12 10:56:01.725688', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,25.73,,2.58,,士東路266巷3弄11號地下,,,,0,,見其他登記事項,0,,,,,建築物含有：其他增建。,,,地下層,土地:5建物:1車位:,1150517,,740,,否,28.76
836,"{'date': '2026-08-12 10:56:01.726270', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,50.4,,7.29,,天母西路50巷26號五樓,,,,12.21,坡道平面1,見其他登記事項,330,,,,,預售屋、或土地及建物分件登記案件。民國110年05月06日讓渡，平價移轉/金額不變,,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,屋頂突出物,地下一層,地下二層,地下三層,地下四層",土地:1建物:1車位:1,1100102,,4046,,否,97.3
838,"{'date': '2026-08-12 10:56:01.727253', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,2,華廈(10層含以下有電梯),房地(土地+建物),買賣,士林區,有,37.92,,8.92,,中山北路七段205號七樓,,,,0,,住家用,0,,,,,建築物含有：陽台外推、其他增建。,,,七層,土地:1建物:1車位:,1150430,,2350,,否,61.97
839,"{'date': '2026-08-12 10:56:01.727766', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,2,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,35.52,,4.46,,天母西路50巷28之1號四樓,,,,12.21,坡道平面1,見其他登記事項,320,,,,,預售屋、或土地及建物分件登記案件。,,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,屋頂突出物,地下一層,地下二層,地下三層,地下四層",土地:1建物:1車位:1,1100107,,2570,,否,96.53
850,"{'date': '2026-08-12 10:56:01.733840', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,力銘耘山,有,2,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,36.4,,4.73,,臺北市北投區承信路,,15.85,鋼筋混凝土造,10.29,坡道平面1,住家用,275,19.41,,,,,,1.14,六層,土地:2建物:1車位:1,1150702,018,3740,0棟A6-06F號,否,132.71
852,"{'date': '2026-08-12 10:56:01.734934', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣5台、熱水器、瓦斯或天然氣、傢俱,1,,有,3,公寓(無電梯),房屋,租賃,士林區,,25.21,,0,,承德路四段40巷78號五樓,無,,,0,,住家用,0,,115/07/25至116/07/24,社會住宅代管,整棟(戶)出租,其他：續租案件。,無,,五層,土地:建物:1車位:房間個數:,1150629,005,2,,否,912.34
861,"{'date': '2026-08-12 10:56:01.739850', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,40.73,,11.19,,克強路10巷3弄10之1號四樓,,,,0,,住家用,0,,,,,建築物含有：陽台外推。,,,四層,土地:1建物:1車位:,1150513,,2250,,否,55.24
874,"{'date': '2026-08-12 10:56:01.746918', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,,有,1,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,24.85,,16.13,,德行東路109巷3號二樓,,,,0,,住家用,0,,,,,建築物含有：陽台外推、未登記建物。其他增建：房屋後方增建面積約18坪,,,二層,土地:1建物:1車位:,1150503,,1700,,否,68.41
881,"{'date': '2026-08-12 10:56:01.751116', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,樺輝詠鑄,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,59.67,,8.98,,臺北市北投區洲美里洲美街,,27.91,鋼骨混凝土造,11.23,坡道平面1,住家用,310,28.64,,,,毛胚屋。,,3.12,二十層,土地:2建物:1車位:1,1150628,028,7128,0棟A1號,否,140.75
901,"{'date': '2026-08-12 10:56:01.762366', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物),買賣,士林區,有,40.52,,7.63,,中正路697號十樓,,,,0,,住家用,0,,,,,建築物含有：陽台外推、其他增建。,,,十層,土地:1建物:1車位:,1141216,,1900,,否,46.89
905,"{'date': '2026-08-12 10:56:01.764509', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,1,,有,1,華廈(10層含以下有電梯),房地(土地+建物),買賣,北投區,有,9.79,,1.55,,吉利街127巷5號九樓之5,,,,0,,住家用,0,,,,,建築物含有：夾層。,,,九層,土地:1建物:1車位:,1150717,,975,,否,99.59
914,"{'date': '2026-08-12 10:56:01.769596', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,,有,2,華廈(10層含以下有電梯),房地(土地+建物),買賣,士林區,有,22.42,,5.72,,中山北路六段290巷27號四樓之2,,,,0,,住家用,0,,,,,建築物含有：陽台外推。,,,四層,土地:1建物:1車位:,1150124,,1938,,否,86.44
917,"{'date': '2026-08-12 10:56:01.771295', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,遠雄明玥,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,61.21,,11.7,,臺北市北投區福真路、承美路口,,27.19,鋼骨鋼筋混凝土造,15.14,坡道平面2,住家用,600,31.72,,,,,,2.3,二十七層,土地:2建物:1車位:2,1150627,027,6208,0棟A05F27號,否,121.73
921,"{'date': '2026-08-12 10:56:01.773346', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號四樓之20,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,四層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1144.49
926,"{'date': '2026-08-12 10:56:01.775992', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣1台、熱水器、洗衣機、電視機、冰箱、傢俱,0,,有,2,透天厝,房屋,租賃,士林區,,2.27,,0,,中山北路七段162號,無,,,0,,住商用,0,,115/07/01至116/06/30,一般代管,分租套房,租金：含下列其他衍生費用：水費。其他：續租案件。,無,,四層,土地:建物:車位:房間個數:1,1150626,004,1,,-,0
930,"{'date': '2026-08-12 10:56:01.778073', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、傢俱,2,,有,3,住宅大樓(11層含以上有電梯),房屋+車位,租賃,士林區,,64.48,,0,,福國路61號三樓,有,,,13.6,坡道平面1,住家用,0,,115/07/14至116/07/13,無,整棟(戶)出租,,有,,三層,土地:建物:1車位:1房間個數:,1150702,015,9,,是,1349.26
937,"{'date': '2026-08-12 10:56:01.781783', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,34.66,,10.89,,中山北路七段82巷15號二樓,,,,0,,住家用,0,,,,,建築物含有：陽台外推、其他增建。,,,二層,土地:1建物:1車位:,1150704,,2308,,否,66.59
938,"{'date': '2026-08-12 10:56:01.782283', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號二樓之7,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,二層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1144.49
940,"{'date': '2026-08-12 10:56:01.783282', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣3台、熱水器、瓦斯或天然氣,1,,有,2,公寓(無電梯),房屋,租賃,北投區,,19.06,,9.17,,文林北路80巷60弄38號二樓,無,,,0,,住家用,0,,115/07/10至117/07/09,無,分層出租,,無,,二層,土地:1建物:1車位:房間個數:,1150701,003,2,,否,1128.02
944,"{'date': '2026-08-12 10:56:01.785628', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣2台、傢俱,1,,有,2,住宅大樓(11層含以上有電梯),房屋,租賃,士林區,,17.88,,0,,基河路16之2號六樓之8,有,,,0,,見其他登記事項,0,,115/07/01至117/06/30,無,整棟(戶)出租,,有,,六層,土地:建物:1車位:房間個數:,1150626,011,4,,否,2348.99
958,"{'date': '2026-08-12 10:56:01.793648', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,,有,0,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,37.29,,5.09,,中山北路六段405巷88號五樓之1,,,,8.95,坡道平面1,見其他登記事項,300,,,,,,,,"一層,二層,三層,四層,五層,六層,七層,八層,九層,十層,十一層,十二層,十三層,十四層,屋頂突出物,地下一層,地下二層,地下三層,地下四層",土地:1建物:1車位:1,1150515,,3680,,否,119.27
963,"{'date': '2026-08-12 10:56:01.796419', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣1台、熱水器、洗衣機、電視機、冰箱、傢俱,0,,有,2,住宅大樓(11層含以上有電梯),房屋,租賃,北投區,,10.14,,0,,中正街62號,有,,,0,,見其他登記事項,0,,115/07/06至115/10/05,無,分租套房,租金：含下列其他衍生費用：管理費、水費。,有,,一層,土地:建物:車位:房間個數:1,1150702,023,1,,否,690.34
969,"{'date': '2026-08-12 10:56:01.799630', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、洗衣機、電視機、冰箱、瓦斯或天然氣、有線電視、網路、傢俱,2,,有,3,公寓(無電梯),房屋,租賃,士林區,,25.01,,0,,社中街224號四樓,無,,,0,,住家用,0,,114/01/02至115/01/31,一般轉租,整棟(戶)出租,租金：含下列其他衍生費用：管理費、網路費。,無,,四層,土地:建物:1車位:房間個數:,1140102,004,3,,否,1199.52
971,"{'date': '2026-08-12 10:56:01.800796', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,,2,,有,3,公寓(5樓含以下無電梯),房地(土地+建物),買賣,士林區,無,32.75,,12.71,,文林路742號,,,,0,,住家用,0,,,,,建築物含有：陽台外推。,,,二層,土地:1建物:1車位:,1140225,,3270,,否,99.85
972,"{'date': '2026-08-12 10:56:01.801310', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、瓦斯或天然氣、傢俱,2,,有,2,公寓(無電梯),房屋,租賃,士林區,,33.2,,0,,天母東路105巷10號二樓,無,,,0,,住家用,0,,115/07/25至116/07/24,社會住宅代管,整棟(戶)出租,其他：續租案件。,無,,二層,土地:建物:1車位:房間個數:,1150626,005,3,,否,963.86
975,"{'date': '2026-08-12 10:56:01.802900', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣1台、熱水器、洗衣機、冰箱、瓦斯或天然氣、網路、傢俱,1,,有,5,公寓(無電梯),房屋,租賃,士林區,,2.72,,0,,德行東路132巷5弄1號五樓,無,,,0,,住家用,0,,115/08/01至116/07/31,一般轉租,分租雅房,租金：含下列其他衍生費用：管理費、網路費、其他-清潔費。租賃標的：租賃建物部分範圍，且未計入共有部分面積。,無,,五層,土地:0建物:車位:房間個數:1,1150629,005,1,,否,4485.29
977,"{'date': '2026-08-12 10:56:01.803992', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號三樓之13,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,承租人：多人共同承租，共2人。,無,,三層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1144.49
987,"{'date': '2026-08-12 10:56:01.809448', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,樺輝詠鑄,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,55.59,,8.23,,臺北市北投區洲美里洲美街,,25.39,鋼骨混凝土造,11.23,坡道平面1,住家用,340,27.18,,,,毛胚屋。,,3.02,八層,土地:2建物:1車位:1,1150702,028,6500,0棟A3號,否,138.86
993,"{'date': '2026-08-12 10:56:01.813636', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、冰箱、瓦斯或天然氣、傢俱,0,,有,1,華廈(10層含以下有電梯),房屋,租賃,士林區,,13.66,,0,,天母東路8巷21號六樓之10,有,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,有,,六層,土地:建物:1車位:房間個數:,1150629,007,2,,否,1376.28
1001,"{'date': '2026-08-12 10:56:01.819069', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣2台、熱水器、電視機、瓦斯或天然氣、傢俱,2,,有,1,公寓(無電梯),房屋,租賃,士林區,,18.8,,0,,通河西街二段82號,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅代管,獨立套房,其他：續租案件。,無,,四層,土地:建物:1車位:房間個數:,1150628,004,2,,否,930.85
1004,"{'date': '2026-08-12 10:56:01.820847', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,車位,買賣,士林區,有,5.66,,0.02,,後港街123號等共有部分,,,,5.66,坡道機械1,見其他登記事項,247,,,,,僅車位交易。,,,"一層,地下一層,地下二層,地下三層",土地:1建物:1車位:1,1150616,,247,,-,0
1011,"{'date': '2026-08-12 10:56:01.824931', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,無,,,無,,公寓(無電梯),房屋,租賃,北投區,,31.58,,14.52,,尊賢街302巷20號,無,,,0,,住家用,0,,115/07/01至120/06/30,,,,無,,一層,土地:1建物:1車位:房間個數:,1150626,004,4,,否,1203.29
1019,"{'date': '2026-08-12 10:56:01.830587', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、冰箱、傢俱,0,,有,1,華廈(10層含以下有電梯),房屋,租賃,士林區,,6.99,,0,,格致路20巷1號九樓之3,有,,,0,,商業用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,管理費：915元，租金不含管理費，由承租人負擔。,有,,九層,土地:建物:1車位:房間個數:,1150626,009,1,,否,1444.92
1026,"{'date': '2026-08-12 10:56:01.834839', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,冷氣4台、熱水器、瓦斯或天然氣、傢俱,2,,有,4,公寓(無電梯),房屋,租賃,北投區,,37.96,,0,,吉利街259巷28號三樓,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅代管,整棟(戶)出租,,無,,三層,土地:建物:1車位:房間個數:,1150626,005,3,,否,790.31
1029,"{'date': '2026-08-12 10:56:01.836615', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",,,,,無,,,土地,買賣,士林區,無,0,,7.87,,福順段三小段0410-0000地號,,,,0,,,0,,,,,,,,,土地:1建物:0車位:,1150717,,91,,-,11.56
1039,"{'date': '2026-08-12 10:56:01.842929', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,無,0,,有,0,店面(店鋪),房屋,租賃,士林區,,37.75,,0,,士東路91巷4號一樓,無,,,0,,住家用,0,,115/08/01至120/07/31,,,,無,,一層,土地:建物:1車位:房間個數:,1150630,007,7,,否,1721.85
1040,"{'date': '2026-08-12 10:56:01.843559', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,昇陽醴居,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,士林區,,54.2,,6.22,,臺北市士林區德行東路277號,,27.78,鋼筋混凝土造,11.59,坡道平面1,住家用,295,23.79,,,,,,2.63,十一層,土地:8建物:1車位:1,1150630,021,5860,B棟B4-11F號,否,130.6
1056,"{'date': '2026-08-12 10:56:01.852397', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,遠雄明玥,有,3,住宅大樓(11層含以上有電梯),房地(土地+建物)+車位,預售屋,北投區,,53.64,,11.7,,臺北市北投區福真路、承美路口,,27.19,鋼骨鋼筋混凝土造,7.57,坡道平面1,住家用,330,24.15,,,,,,2.3,二十二層,土地:2建物:1車位:1,1150627,027,6045,0棟A05F22號,否,124.05
1057,"{'date': '2026-08-12 10:56:01.852964', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,6.99,,0,,凱旋路11號三樓之18,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,三層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1144.49
1073,"{'date': '2026-08-12 10:56:01.862046', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、電視機、冰箱、有線電視、網路、傢俱,0,,有,1,公寓(無電梯),房屋,租賃,士林區,,7.1,,0,,凱旋路11號二樓之11,無,,,0,,住家用,0,,115/07/01至116/06/30,社會住宅包租轉租,獨立套房,,無,,二層,土地:建物:1車位:房間個數:,1150629,005,1,,否,1126.76
1074,"{'date': '2026-08-12 10:56:01.862608', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,81.66,,15.13,,士商路147號十樓,,,,18.03,坡道平面1,住家用,0,,,,,建築物含有：陽台外推、其他增建。,,,十層,土地:1建物:2車位:1,1150506,,6800,,是,83.27
1077,"{'date': '2026-08-12 10:56:01.864332', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,北投區,有,64.06,,9.76,,文林北路151號九樓,,,,13.24,坡道平面1,見其他登記事項,320,,,,,預售屋、或土地及建物分件登記案件。,,,九層,土地:1建物:1車位:1,1131206,,6562,,否,122.83
1079,"{'date': '2026-08-12 10:56:01.865550', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",1,冷氣1台、熱水器、瓦斯或天然氣、傢俱,2,,有,2,公寓(無電梯),房屋,租賃,士林區,,20.25,,0,,承德路四段58巷16號三樓,無,,,0,,住家用,0,,115/07/05至116/07/04,社會住宅代管,整棟(戶)出租,,無,,三層,土地:建物:1車位:房間個數:,1150702,004,3,,否,1362.96
1086,"{'date': '2026-08-12 10:56:01.869649', 'timezone_type': 3, 'timezone': 'Asia/Taipei'}",2,,2,,有,3,大樓(11層含以上有電梯),房地(土地+建物)+車位,買賣,士林區,有,53.84,,6.36,,忠誠路二段94號十樓,,,,0,坡道平面1,住家用,300,,,,,建築物含有：陽台外推。,,,十層,土地:1建物:1車位:1,1150527,,5100,,是,94.73
